Description	Price	Prime Product	URL	Stars	Reviews
PC fisso Computer desktop - Intel Core I7 4770 - Ram 32 GB - SSD 1 TB - Intel HD 4600 - masterizzatore - Wi-Fi interno - Windows 11 Pro - HDMI -VGA - DVI - 6 x USB 2.0-3 x USB 3.0	516.0	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToyNDcyMDM4MDAyMzkzNzM6MTczMDc0NTc2MTpzcF9tdGY6MzAwMjE2MjE3MTk0NDMyOjowOjo&url=%2FPC-fisso-Computer-desktop-masterizzatore%2Fdp%2FB0BBWFCGFH%2Fref%3Dsr_1_439_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745760%26sr%3D8-439-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	0.0	268
EUREKA ERGONOMIC Scirvania Gaming LED 156 x 64 cm Ampia Scrivania Computer Scrivania PC Desktop in in Fibra di Carbonio con Tappetino per Mouse	279.0	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToyNDcyMDM4MDAyMzkzNzM6MTczMDc0NTc2MTpzcF9tdGY6MjAxNDU5Nzg5MzU1OTg6OjA6Og&url=%2FEUREKA-ERGONOMIC-Scrivania-controller-tappetino%2Fdp%2FB09P86TWJ7%2Fref%3Dsr_1_440_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745760%26sr%3D8-440-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	0.0	6121
Greed® Ultra V2 PC fisso Intel Core i9 10900F - Desktop veloce + computer per ufficio e casa con 5,2 GHz - 32 GB RAM - Disco SSD da 1 TB + HDD da 1 TB - DVD+RW - USB3.1 - Wi-Fi, W11 Pro	739.0	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToyNDcyMDM4MDAyMzkzNzM6MTczMDc0NTc2MTpzcF9tdGY6MzAwMDMxNzY0NjQ0NTMyOjowOjo&url=%2FGreed%25C2%25AE-Ultra-fisso-Intel-10700%2Fdp%2FB0C4YQP8VG%2Fref%3Dsr_1_441_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745760%26sr%3D8-441-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA2Z6SWSHGTF96H	0.0	524
PC Gaming Computer Fisso Desktop Compatibile Con Intel i5 - GeForce GT 730 4 GB DDR3 - Windows 11 PRO - WiFi USB - HDMI e VGA - Wireless - Ufficio Internet Scuola (RAM 16 GB - SSD 240 GB + HD 1 TB)	319.0	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToyNDcyMDM4MDAyMzkzNzM6MTczMDc0NTc2MTpzcF9tdGY6MzAwMjM2MzY5MTM0MzMyOjowOjo&url=%2FGaming-Computer-Fisso-Desktop-Intel%2Fdp%2FB0992V947Z%2Fref%3Dsr_1_442_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745760%26sr%3D8-442-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	0.0	113
BOSGAME P1 Mini PC, AMD Ryzen 7 5700U (fino a 4,3GHz, 8C/16T) DDR4 32GB RAM 1TB NVMe M.2 SSD Mini Computer Desktop, WiFi6E/BT5.2/Triple Display 4K@60Hz Output & 2.5 Gigabit Ethernet	499.0	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToyNDcyMDM4MDAyMzkzNzM6MTczMDc0NTc2MTpzcF9tdGY6MzAwMTQyNDYxMTA5NDMyOjowOjo&url=%2FBOSGAME-P1-Computer-Desktop-Ethernet%2Fdp%2FB0CMC8M74Y%2Fref%3Dsr_1_443_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745760%26sr%3D8-443-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	0.0	50
Acer Aspire 3 A315-24P-R8DK PC Portatile, Notebook, Processore AMD Ryzen 5 7520U, RAM 8 GB DDR5, 512 GB PCIe NVMe SSD, Display 15.6 FHD LED, Scheda Grafica AMD Radeon, Windows 11 Home, Silver	469.0	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0NzYwNDA0Nzc3OTkwNTYxOjE3MzA3NDU3NjE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDAyNTc4NTg2OTUzMjo6MDo6&url=%2FAcer-A315-24P-R8DK-Portatile-Notebook-Processore%2Fdp%2FB0BS6VX78Q%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.d08130f4-1c3e-4047-a277-0c03d5740fa8%253Aamzn1.sym.d08130f4-1c3e-4047-a277-0c03d5740fa8%26cv_ct_cx%3Dcomputer%26dib%3DeyJ2IjoiMSJ9.RvFbGIBvXD5stX7wNyihnXSgosk7VoCymu1j_6PyfEs5V2C60pssNWlWkiGHZPcneGtfhNTMUodUdYPPylPOzA.Aj8ezwai0utcX2cSlvEHU5uzT3in___MUmv_qZaVTUI%26dib_tag%3Dse%26keywords%3Dcomputer%26pd_rd_i%3DB0BS6VX78Q%26pd_rd_r%3D613058fb-d43a-4ca4-b098-5a2e18ec0ca3%26pd_rd_w%3D1xtLl%26pd_rd_wg%3DzgJqN%26pf_rd_p%3Dd08130f4-1c3e-4047-a277-0c03d5740fa8%26pf_rd_r%3DE0JMYY3TDFAT0X7MAC9Q%26qid%3D1730745760%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-433-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1	0.0	592
AOCWEI PC Portatile 14 Pollici Celeron N4020, Win 11 Notebook con 5G WiFi 6GB+256GB SSD Expansion 1TB, BT4.2 Supporto Mouse Wireless & Protezione Tastiera - Oro	229.0	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0NzYwNDA0Nzc3OTkwNTYxOjE3MzA3NDU3NjE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDE4NDQ4OTMzMDYzMjo6MTo6&url=%2FAOCWEI-Portatile-lespansione-Bluetooth-protezione%2Fdp%2FB0BHYZV44D%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.d08130f4-1c3e-4047-a277-0c03d5740fa8%253Aamzn1.sym.d08130f4-1c3e-4047-a277-0c03d5740fa8%26cv_ct_cx%3Dcomputer%26dib%3DeyJ2IjoiMSJ9.RvFbGIBvXD5stX7wNyihnXSgosk7VoCymu1j_6PyfEs5V2C60pssNWlWkiGHZPcneGtfhNTMUodUdYPPylPOzA.Aj8ezwai0utcX2cSlvEHU5uzT3in___MUmv_qZaVTUI%26dib_tag%3Dse%26keywords%3Dcomputer%26pd_rd_i%3DB0BHYZV44D%26pd_rd_r%3D613058fb-d43a-4ca4-b098-5a2e18ec0ca3%26pd_rd_w%3D1xtLl%26pd_rd_wg%3DzgJqN%26pf_rd_p%3Dd08130f4-1c3e-4047-a277-0c03d5740fa8%26pf_rd_r%3DE0JMYY3TDFAT0X7MAC9Q%26qid%3D1730745760%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-434-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1	0.0	360
HP Notebook 250 G9, Pc portatile Grey, Intel Core i5 12Th Gen 4,4Ghz, Ram 24Gb, SSD 1256Gb, Display 15.6 Full HD, Win 11 Pro,Pacchetto Office Pro 2021, computer pronto utilizzo	638.0	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0NzYwNDA0Nzc3OTkwNTYxOjE3MzA3NDU3NjE6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTYxNDUxMjY2Njk4OjoyOjo&url=%2FHP-Portatile-Masterizzatore-Bluetooth-professional%2Fdp%2FB07TCTYR4X%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.d08130f4-1c3e-4047-a277-0c03d5740fa8%253Aamzn1.sym.d08130f4-1c3e-4047-a277-0c03d5740fa8%26cv_ct_cx%3Dcomputer%26dib%3DeyJ2IjoiMSJ9.RvFbGIBvXD5stX7wNyihnXSgosk7VoCymu1j_6PyfEs5V2C60pssNWlWkiGHZPcneGtfhNTMUodUdYPPylPOzA.Aj8ezwai0utcX2cSlvEHU5uzT3in___MUmv_qZaVTUI%26dib_tag%3Dse%26keywords%3Dcomputer%26pd_rd_i%3DB07TCTYR4X%26pd_rd_r%3D613058fb-d43a-4ca4-b098-5a2e18ec0ca3%26pd_rd_w%3D1xtLl%26pd_rd_wg%3DzgJqN%26pf_rd_p%3Dd08130f4-1c3e-4047-a277-0c03d5740fa8%26pf_rd_r%3DE0JMYY3TDFAT0X7MAC9Q%26qid%3D1730745760%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-435-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1	0.0	115
HP Notebook 250 G9, Pc portatile Silver, Intel Core i5 12Th Gen 4,4Ghz, Ram 16Gb, SSD M2 1Tb, Display 15.6 Full HD, Win 11 Pro, Office Pro 2021,Tastiera Retroilluminata Fingerprint, 8D4R1ES#16/1000	749.0	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0NzYwNDA0Nzc3OTkwNTYxOjE3MzA3NDU3NjE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDA1NDkwMDM2NjgzMjo6Mzo6&url=%2FHP-portatile-Retroilluminata-Fingerprint-8D4R1ES%2Fdp%2FB0CHPY4FZS%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.d08130f4-1c3e-4047-a277-0c03d5740fa8%253Aamzn1.sym.d08130f4-1c3e-4047-a277-0c03d5740fa8%26cv_ct_cx%3Dcomputer%26dib%3DeyJ2IjoiMSJ9.RvFbGIBvXD5stX7wNyihnXSgosk7VoCymu1j_6PyfEs5V2C60pssNWlWkiGHZPcneGtfhNTMUodUdYPPylPOzA.Aj8ezwai0utcX2cSlvEHU5uzT3in___MUmv_qZaVTUI%26dib_tag%3Dse%26keywords%3Dcomputer%26pd_rd_i%3DB0CHPY4FZS%26pd_rd_r%3D613058fb-d43a-4ca4-b098-5a2e18ec0ca3%26pd_rd_w%3D1xtLl%26pd_rd_wg%3DzgJqN%26pf_rd_p%3Dd08130f4-1c3e-4047-a277-0c03d5740fa8%26pf_rd_r%3DE0JMYY3TDFAT0X7MAC9Q%26qid%3D1730745760%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-436-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1	0.0	200
Lenovo Computer portatile V15, display FHD da 15,6, processore AMD Ryzen 5 5500U Hexa-core, 16 GB di RAM, SSD da 1 TB, HDMI, RJ45, tastiera numerica, Wi-Fi, Windows 11 Pro,	549.0	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0NzYwNDA0Nzc3OTkwNTYxOjE3MzA3NDU3NjE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI3Mjg5MDAwNjIzMjo6NDo6&url=%2FLenovo-portatile-V15-processore-Hexa-core%2Fdp%2FB0CK9FQXWR%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.d08130f4-1c3e-4047-a277-0c03d5740fa8%253Aamzn1.sym.d08130f4-1c3e-4047-a277-0c03d5740fa8%26cv_ct_cx%3Dcomputer%26dib%3DeyJ2IjoiMSJ9.RvFbGIBvXD5stX7wNyihnXSgosk7VoCymu1j_6PyfEs5V2C60pssNWlWkiGHZPcneGtfhNTMUodUdYPPylPOzA.Aj8ezwai0utcX2cSlvEHU5uzT3in___MUmv_qZaVTUI%26dib_tag%3Dse%26keywords%3Dcomputer%26pd_rd_i%3DB0CK9FQXWR%26pd_rd_r%3D613058fb-d43a-4ca4-b098-5a2e18ec0ca3%26pd_rd_w%3D1xtLl%26pd_rd_wg%3DzgJqN%26pf_rd_p%3Dd08130f4-1c3e-4047-a277-0c03d5740fa8%26pf_rd_r%3DE0JMYY3TDFAT0X7MAC9Q%26qid%3D1730745760%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-437-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1	0.0	425
Alantik, Postazione Completa Pc, Desktop Computer Fisso Assemblato, Intel i5-4570, 16Gb Ram SSD 512Gb, Monitor 24, HDMI e VGA, Windows 11	299.0	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToyNDcyMDM4MDAyMzkzNzM6MTczMDc0NTc2MTpzcF9idGY6MzAwMzgwOTU2MzU4ODMyOjowOjo&url=%2FAlantik-Postazione-Completa-Computer-Assemblato%2Fdp%2FB0DJFF61T9%2Fref%3Dsr_1_444_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745760%26sr%3D8-444-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1	0.0	0
Homall 200x80 CM scrivania regolabile in altezza, scrivania da ufficio con quattro sezioni, scrivania per computer con funzione di memoria.	281.0	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0MzgyMjY0MDgwOTcyMTk2OjE3MzA3NDU3Njc6c3BfYXRmX25leHQ6MzAwMjE2MTEwNDk0NDMyOjowOjo&url=%2FHomall-scrivania-regolabile-computer-funzione%2Fdp%2FB0CPPSLV43%2Fref%3Dsr_1_433_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745767%26sr%3D8-433-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	0.0	784
Acer Aspire 3 A315-24P-R8DK PC Portatile, Notebook, Processore AMD Ryzen 5 7520U, RAM 8 GB DDR5, 512 GB PCIe NVMe SSD, Display 15.6 FHD LED, Scheda Grafica AMD Radeon, Windows 11 Home, Silver	469.0	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0MzgyMjY0MDgwOTcyMTk2OjE3MzA3NDU3Njc6c3BfYXRmX25leHQ6MzAwMDI1Nzg1ODY5NTMyOjowOjo&url=%2FAcer-A315-24P-R8DK-Portatile-Notebook-Processore%2Fdp%2FB0BS6VX78Q%2Fref%3Dsr_1_434_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745767%26sr%3D8-434-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	0.0	592
Beelink SER6-P Mini PC, AMD Ryzen 9 6900HX (8C/16T, fino a 4.9GHz), 16GB DDR5 RAM 500GB PCle 4.0 SSD, Mini Desktop Computer AMD Radeon 680M, 4K Triplo Display, WiFi6/BT5.2/2.5G LAN/HDMI/DP/USB4	419.0	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0MzgyMjY0MDgwOTcyMTk2OjE3MzA3NDU3Njc6c3BfYXRmX25leHQ6MzAwMjQzOTEyMjY5MTMyOjowOjo&url=%2FBeelink-SER6-P-Desktop-Computer-Display%2Fdp%2FB0D7H6TCWT%2Fref%3Dsr_1_435_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745767%26sr%3D8-435-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	0.0	4
GEEKOM AI Mini PC AE8 - AMD Ryzen 9 8945HS Processore(8 Cores/16 Threads, fino a 5,20GHz), DDR5 32GB+1TB SSD, AMD Radeon™ 780M (12 core), Mini PC Windows 11/Wi-FI 6E/Bluetooth 5.2/HDMI/USB4.0	879.0	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0MzgyMjY0MDgwOTcyMTk2OjE3MzA3NDU3Njc6c3BfYXRmX25leHQ6MzAwMzc5NTI2MTc2NzMyOjowOjo&url=%2FGEEKOM-AE8-Computer-processeur-Bluetooth%2Fdp%2FB0D22M9K64%2Fref%3Dsr_1_436_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745767%26sr%3D8-436-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	0.0	7
HP Computer Portatile 250 G8 CPU Intel Core i5 di Decima Generazione, 512gb SSD M.2, 16gb RAM DDR4, Windows 10 PRO Licenziato 2E9J9EA	549.0	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0MzgyMjY0MDgwOTcyMTk2OjE3MzA3NDU3Njc6c3BfbXRmOjMwMDA0NzQ1NjYwNTAzMjo6MDo6&url=%2FPortatile-HP-Generazione-Licenziato-2E9J9EA%2Fdp%2FB08V21BTD3%2Fref%3Dsr_1_437_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745767%26sr%3D8-437-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	0.0	43
HUAWEI MateBook D16 Laptop, Display FullView da 16 Pollici, Processore Intel Core i5, 8GB di RAM, SSD da 512GB, Windows 11 Home, Case leggero da 1.68 kg, Grigio Spaziale, Versione Tedesca	524.0	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0MzgyMjY0MDgwOTcyMTk2OjE3MzA3NDU3Njc6c3BfbXRmOjMwMDEzNzQzNjA5NTkzMjo6MDo6&url=%2FHUAWEI-kg%25EF%25BC%258CProcessore-Intel%25C2%25AECoreTM-pollici%25EF%25BC%258CSuperCharge-capacit%25C3%25A0%25EF%25BC%258CSuperHub%2Fdp%2FB0CMW2FJ6D%2Fref%3Dsr_1_438_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745767%26sr%3D8-438-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	0.0	15
PC fisso Computer desktop - Intel Core I7 4770 - Ram 32 GB - SSD 1 TB - Intel HD 4600 - masterizzatore - Wi-Fi interno - Windows 11 Pro - HDMI -VGA - DVI - 6 x USB 2.0-3 x USB 3.0	516.0	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0MzgyMjY0MDgwOTcyMTk2OjE3MzA3NDU3Njc6c3BfbXRmOjMwMDIxNjIxNzE5NDQzMjo6MDo6&url=%2FPC-fisso-Computer-desktop-masterizzatore%2Fdp%2FB0BBWFCGFH%2Fref%3Dsr_1_439_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745767%26sr%3D8-439-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	0.0	268
HP Notebook G9 Intel i3-1215u 6 Core 4,4 Ghz 15,6 Full Hd, Ram 16Gb Ddr4, Ssd Nvme 756Gb M2, Hdmi, Usb 3.0, Wifi, Lan,Bluetooth, Webcam, Windows 11 Professional,Libre Office	479.0	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0MzgyMjY0MDgwOTcyMTk2OjE3MzA3NDU3Njc6c3BfbXRmOjMwMDM5MjY3ODEyOTgzMjo6MDo6&url=%2FNotebook-Portatile-Display-Masterizzatore-Bluetooth%2Fdp%2FB07SL6QKJZ%2Fref%3Dsr_1_440_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745767%26sr%3D8-440-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	0.0	39
Win 11 PC Portatile Computer Notebook 14 Pollici 1080P 256GB 2.4G+5G Supporta La Scheda SSD La Scheda TF Estesa, Wireless Bluetooth Mouse Wifi, Italiana Tastiera blue	239.0	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0MzgyMjY0MDgwOTcyMTk2OjE3MzA3NDU3Njc6c3BfbXRmOjMwMDM2Njg5MTIxMjQzMjo6MDo6&url=%2FPortatile-Computer-Notebook-Supporta-Bluetooth%2Fdp%2FB0D9JCNSLC%2Fref%3Dsr_1_441_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745767%26sr%3D8-441-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	0.0	37
EUREKA ERGONOMIC Scirvania Gaming LED 156 x 64 cm Ampia Scrivania Computer Scrivania PC Desktop in in Fibra di Carbonio con Tappetino per Mouse	279.0	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0MzgyMjY0MDgwOTcyMTk2OjE3MzA3NDU3Njc6c3BfbXRmOjIwMTQ1OTc4OTM1NTk4OjowOjo&url=%2FEUREKA-ERGONOMIC-Scrivania-controller-tappetino%2Fdp%2FB09P86TWJ7%2Fref%3Dsr_1_442_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745767%26sr%3D8-442-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	0.0	6121
Greed® Ultra V2 PC fisso Intel Core i9 10900F - Desktop veloce + computer per ufficio e casa con 5,2 GHz - 32 GB RAM - Disco SSD da 1 TB + HDD da 1 TB - DVD+RW - USB3.1 - Wi-Fi, W11 Pro	739.0	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0MzgyMjY0MDgwOTcyMTk2OjE3MzA3NDU3Njc6c3BfbXRmOjMwMDAzMTc2NDY0NDUzMjo6MDo6&url=%2FGreed%25C2%25AE-Ultra-fisso-Intel-10700%2Fdp%2FB0C4YQP8VG%2Fref%3Dsr_1_443_sspa%3Fkeywords%3Dcomputer%26qid%3D1730745767%26sr%3D8-443-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA2Z6SWSHGTF96H	0.0	524
Acer Aspire 3 A315-24P-R8DK PC Portatile, Notebook, Processore AMD Ryzen 5 7520U, RAM 8 GB DDR5, 512 GB PCIe NVMe SSD, Display 15.6 FHD LED, Scheda Grafica AMD Radeon, Windows 11 Home, Silver	469.0	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0NzE4NzA2NjM1OTU2ODU2OjE3MzA3NDU3Njg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDAyNTc4NTg2OTUzMjo6MDo6&url=%2FAcer-A315-24P-R8DK-Portatile-Notebook-Processore%2Fdp%2FB0BS6VX78Q%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.d08130f4-1c3e-4047-a277-0c03d5740fa8%253Aamzn1.sym.d08130f4-1c3e-4047-a277-0c03d5740fa8%26cv_ct_cx%3Dcomputer%26dib%3DeyJ2IjoiMSJ9.RvFbGIBvXD5stX7wNyihnXSgosk7VoCymu1j_6PyfEs5V2C60pssNWlWkiGHZPcneGtfhNTMUodUdYPPylPOzA.8VzCtxqlRQzJihvpRbbj4a51u53QC9tmS3D298fnK4E%26dib_tag%3Dse%26keywords%3Dcomputer%26pd_rd_i%3DB0BS6VX78Q%26pd_rd_r%3Dee3ed059-f74f-41d7-acf5-844de703357e%26pd_rd_w%3DWrON3%26pd_rd_wg%3DoTi9X%26pf_rd_p%3Dd08130f4-1c3e-4047-a277-0c03d5740fa8%26pf_rd_r%3D9XKH270JYAB5XPRDTERD%26qid%3D1730745767%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-433-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1	0.0	592
AOCWEI PC Portatile 14 Pollici Celeron N4020, Win 11 Notebook con 5G WiFi 6GB+256GB SSD Expansion 1TB, BT4.2 Supporto Mouse Wireless & Protezione Tastiera - Oro	229.0	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0NzE4NzA2NjM1OTU2ODU2OjE3MzA3NDU3Njg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDE4NDQ4OTMzMDYzMjo6MTo6&url=%2FAOCWEI-Portatile-lespansione-Bluetooth-protezione%2Fdp%2FB0BHYZV44D%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.d08130f4-1c3e-4047-a277-0c03d5740fa8%253Aamzn1.sym.d08130f4-1c3e-4047-a277-0c03d5740fa8%26cv_ct_cx%3Dcomputer%26dib%3DeyJ2IjoiMSJ9.RvFbGIBvXD5stX7wNyihnXSgosk7VoCymu1j_6PyfEs5V2C60pssNWlWkiGHZPcneGtfhNTMUodUdYPPylPOzA.8VzCtxqlRQzJihvpRbbj4a51u53QC9tmS3D298fnK4E%26dib_tag%3Dse%26keywords%3Dcomputer%26pd_rd_i%3DB0BHYZV44D%26pd_rd_r%3Dee3ed059-f74f-41d7-acf5-844de703357e%26pd_rd_w%3DWrON3%26pd_rd_wg%3DoTi9X%26pf_rd_p%3Dd08130f4-1c3e-4047-a277-0c03d5740fa8%26pf_rd_r%3D9XKH270JYAB5XPRDTERD%26qid%3D1730745767%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-434-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1	0.0	360
HP Notebook 250 G9, Pc portatile Grey, Intel Core i5 12Th Gen 4,4Ghz, Ram 24Gb, SSD 1256Gb, Display 15.6 Full HD, Win 11 Pro,Pacchetto Office Pro 2021, computer pronto utilizzo	638.0	False	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo0NzE4NzA2NjM1OTU2ODU2OjE3MzA3NDU3Njg6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTYxNDUxMjY2Njk4OjoyOjo&url=%2FHP-Portatile-Masterizzatore-Bluetooth-professional%2Fdp%2FB07TCTYR4X%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.d08130f4-1c3e-4047-a277-0c03d5740fa8%253Aamzn1.sym.d08130f4-1c3e-4047-a277-0c03d5740fa8%26cv_ct_cx%3Dcomputer%26dib%3DeyJ2IjoiMSJ9.RvFbGIBvXD5stX7wNyihnXSgosk7VoCymu1j_6PyfEs5V2C60pssNWlWkiGHZPcneGtfhNTMUodUdYPPylPOzA.8VzCtxqlRQzJihvpRbbj4a51u53QC9tmS3D298fnK4E%26dib_tag%3Dse%26keywords%3Dcomputer%26pd_rd_i%3DB07TCTYR4X%26pd_rd_r%3Dee3ed059-f74f-41d7-acf5-844de703357e%26pd_rd_w%3DWrON3%26pd_rd_wg%3DoTi9X%26pf_rd_p%3Dd08130f4-1c3e-4047-a277-0c03d5740fa8%26pf_rd_r%3D9XKH270JYAB5XPRDTERD%26qid%3D1730745767%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-435-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1	0.0	115
